identifier,voice_characteristics,gender,age,accent,speech_rate
USA_Chicago_Female_36_Normal,"36 year old female with resonant, established voice. Midwestern American accent with clear 'r' pronunciation. Clear, calm speech at standard speed with moderate pitch variation.",Female,36,Midwest US,Normal
USA_Dallas_Male_50_Normal,"50 year old male with husky, mature voice. Southern American accent with drawled vowels. Clear, neutral speech at measured speed with animated pitch.",Male,50,South US,Normal
IND_Delhi_Female_28_Normal,"28 year old female with rich, energetic voice. Indian accent with distinctive stress patterns. Clear, professional speech at conversational speed with monotone.",Female,28,India,Normal
UK_London_Female_24_Normal,"24 year old female with rich, fresh voice. British English accent with non-rhotic pronunciation. Clear, friendly speech at conversational speed with moderate pitch variation.",Female,24,England,Normal
UK_London_Female_54_Normal,"54 year old female with bright, mature voice. British English accent with distinct vowel sounds. Clear, thoughtful speech at standard speed with monotone.",Female,54,England,Normal
CA_Montreal_Female_18_Normal,"18 year old female with melodic, youthful voice. French accent with distinct liaison. Clear, thoughtful speech at moderate speed with expressive pitch.",Female,18,French,Normal
USA_Los Angeles_Female_44_Normal,"44 year old female with warm, confident voice. West Coast American accent with California vowel shift. Clear, confident speech at measured speed with monotone.",Female,44,Westcoast US,Normal
IND_Delhi_Male_27_Fast,"27 year old male with strong, mature voice. Indian accent with distinctive stress patterns. Clear, friendly speech at rapid speed with moderate pitch variation.",Male,27,India,Fast
USA_New York_Female_53_Normal,"53 year old female with rich, mature voice. East Coast American accent with non-rhotic tendencies. Clear, neutral speech at measured speed with monotone.",Female,53,Eastcoast US,Normal
USA_New York_Male_23_Normal,"23 year old male with husky, vibrant voice. East Coast American accent with distinctive vowel sounds. Clear, professional speech at measured speed with animated pitch.",Male,23,Eastcoast US,Normal
USA_Miami_Female_30_Normal,"30 year old female with smooth, energetic voice. Latin American accent with distinctive vowel stress. Clear, professional speech at measured speed with monotone.",Female,30,Latin,Normal
USA_Los Angeles_Male_31_Normal,"31 year old male with rich, mature voice. West Coast American accent with relaxed vowels. Clear, friendly speech at conversational speed with expressive pitch.",Male,31,Westcoast US,Normal
USA_Los Angeles_Male_15_Fast,"15 year old male with baritone, energetic voice. West Coast American accent with modern inflections. Clear, confident speech at rapid speed with animated pitch.",Male,15,Westcoast US,Fast
CA_Montreal_Male_22_Slow,"22 year old male with deep, youthful voice. French accent with even stress pattern. Clear, friendly speech at leisurely speed with monotone.",Male,22,French,Slow
USA_Los Angeles_Female_28_Fast,"28 year old female with warm, mature voice. West Coast American accent with modern inflections. Clear, thoughtful speech at quick speed with expressive pitch.",Female,28,Westcoast US,Fast
USA_Miami_Male_46_Slow,"46 year old male with deep, experienced voice. Latin American accent with syllable-timed pattern. Clear, professional speech at unhurried speed with monotone.",Male,46,Latin,Slow
USA_Miami_Male_39_Normal,"39 year old male with husky, well-developed voice. Latin American accent with Spanish-influenced rhythm. Clear, thoughtful speech at moderate speed with minimal pitch variation.",Male,39,Latin,Normal
USA_New York_Female_68_Normal,"68 year old female with warm, weathered voice. East Coast American accent with distinctive vowel sounds. Clear, relaxed speech at measured speed with minimal pitch variation.",Female,68,Eastcoast US,Normal
USA_Los Angeles_Male_46_Normal,"46 year old male with smooth, self-assured voice. West Coast American accent with modern inflections. Clear, relaxed speech at measured speed with expressive pitch.",Male,46,Westcoast US,Normal
USA_Los Angeles_Male_57_Slow_1,"57 year old male with resonant, experienced voice. West Coast American accent with relaxed vowels. Clear, relaxed speech at measured speed with monotone.",Male,57,Westcoast US,Slow
USA_Los Angeles_Male_26_Fast,"26 year old male with gravelly, confident voice. West Coast American accent with minimal regional markers. Clear, confident speech at quick speed with animated pitch.",Male,26,Westcoast US,Fast
UK_London_Male_73_Normal,"73 year old male with resonant, dignified voice. British English accent with crisp consonants. Clear, professional speech at moderate speed with monotone.",Male,73,England,Normal
USA_New York_Female_16_Slow,"16 year old female with warm, fresh voice. East Coast American accent with distinctive vowel sounds. Clear, confident speech at unhurried speed with minimal pitch variation.",Female,16,Eastcoast US,Slow
USA_Chicago_Female_34_Normal,"34 year old female with resonant, energetic voice. Midwestern American accent with flat 'a' sounds. Clear, neutral speech at measured speed with minimal pitch variation.",Female,34,Midwest US,Normal
UK_London_Male_17_Normal,"17 year old male with strong, vibrant voice. British English accent with t-glottalization. Clear, confident speech at measured speed with minimal pitch variation.",Male,17,England,Normal
USA_Los Angeles_Female_18_Normal,"18 year old female with clear, youthful voice. West Coast American accent with California vowel shift. Clear, calm speech at standard speed with monotone.",Female,18,Westcoast US,Normal
USA_Los Angeles_Female_26_Normal,"26 year old female with alto, mature voice. West Coast American accent with California vowel shift. Clear, friendly speech at moderate speed with moderate pitch variation.",Female,26,Westcoast US,Normal
USA_Los Angeles_Female_27_Normal,"27 year old female with melodic, energetic voice. West Coast American accent with California vowel shift. Clear, professional speech at moderate speed with moderate pitch variation.",Female,27,Westcoast US,Normal
USA_Los Angeles_Female_54_Normal,"54 year old female with warm, self-assured voice. West Coast American accent with relaxed vowels. Clear, neutral speech at moderate speed with moderate pitch variation.",Female,54,Westcoast US,Normal
USA_Dallas_Male_44_Normal,"44 year old male with rich, mature voice. Southern American accent with softened consonants. Clear, relaxed speech at conversational speed with expressive pitch.",Male,44,South US,Normal
USA_Los Angeles_Female_41_Fast,"41 year old female with resonant, confident voice. West Coast American accent with relaxed vowels. Clear, neutral speech at brisk speed with monotone.",Female,41,Westcoast US,Fast
USA_Chicago_Male_37_Fast,"37 year old male with deep, established voice. Midwestern American accent with clear 'r' pronunciation. Clear, relaxed speech at rapid speed with animated pitch.",Male,37,Midwest US,Fast
USA_New York_Female_28_Slow,"28 year old female with rich, energetic voice. East Coast American accent with non-rhotic tendencies. Clear, enthusiastic speech at deliberate speed with minimal pitch variation.",Female,28,Eastcoast US,Slow
USA_New York_Female_62_Slow,"62 year old female with alto, seasoned voice. East Coast American accent with faster rhythm. Clear, friendly speech at leisurely speed with monotone.",Female,62,Eastcoast US,Slow
USA_Los Angeles_Male_26_Normal_1,"26 year old male with rich, mature voice. West Coast American accent with modern inflections. Clear, thoughtful speech at measured speed with minimal pitch variation.",Male,26,Westcoast US,Normal
USA_New York_Male_25_Normal,"25 year old male with rich, energetic voice. East Coast American accent with strong consonants. Clear, confident speech at conversational speed with animated pitch.",Male,25,Eastcoast US,Normal
USA_New York_Male_29_Slow,"29 year old male with smooth, confident voice. East Coast American accent with faster rhythm. Clear, enthusiastic speech at measured speed with expressive pitch.",Male,29,Eastcoast US,Slow
USA_Miami_Female_50_Normal,"50 year old female with clear, seasoned voice. Latin American accent with Spanish-influenced rhythm. Clear, calm speech at moderate speed with animated pitch.",Female,50,Latin,Normal
USA_New York_Female_44_Slow,"44 year old female with soprano, confident voice. East Coast American accent with non-rhotic tendencies. Clear, thoughtful speech at deliberate speed with minimal pitch variation.",Female,44,Eastcoast US,Slow
USA_Los Angeles_Female_65_Normal,"65 year old female with resonant, seasoned voice. West Coast American accent with modern inflections. Clear, professional speech at standard speed with minimal pitch variation.",Female,65,Westcoast US,Normal
USA_Miami_Male_30_Fast,"30 year old male with deep, energetic voice. Latin American accent with Spanish-influenced rhythm. Clear, friendly speech at swift speed with monotone.",Male,30,Latin,Fast
USA_New York_Female_45_Fast,"45 year old female with resonant, self-assured voice. East Coast American accent with non-rhotic tendencies. Clear, confident speech at quick speed with moderate pitch variation.",Female,45,Eastcoast US,Fast
USA_Los Angeles_Female_50_Normal,"50 year old female with clear, mature voice. West Coast American accent with modern inflections. Clear, professional speech at measured speed with minimal pitch variation.",Female,50,Westcoast US,Normal
USA_New York_Female_77_Normal,"77 year old female with smooth, dignified voice. East Coast American accent with distinctive vowel sounds. Clear, neutral speech at moderate speed with monotone.",Female,77,Eastcoast US,Normal
USA_New York_Male_16_Normal_1,"16 year old male with husky, energetic voice. East Coast American accent with distinctive vowel sounds. Clear, friendly speech at moderate speed with expressive pitch.",Male,16,Eastcoast US,Normal
USA_New York_Male_27_Slow,"27 year old male with baritone, vibrant voice. East Coast American accent with non-rhotic tendencies. Clear, thoughtful speech at unhurried speed with minimal pitch variation.",Male,27,Eastcoast US,Slow
USA_New York_Male_62_Normal,"62 year old male with warm, experienced voice. East Coast American accent with faster rhythm. Clear, confident speech at conversational speed with animated pitch.",Male,62,Eastcoast US,Normal
USA_Miami_Male_59_Normal,"59 year old male with baritone, seasoned voice. Latin American accent with Spanish-influenced rhythm. Clear, professional speech at moderate speed with expressive pitch.",Male,59,Latin,Normal
UK_London_Female_35_Slow,"35 year old female with alto, mature voice. British English accent with distinct vowel sounds. Clear, calm speech at unhurried speed with monotone.",Female,35,England,Slow
USA_Chicago_Male_56_Fast,"56 year old male with rich, experienced voice. Midwestern American accent with rounded 'o' vowels. Clear, thoughtful speech at brisk speed with animated pitch.",Male,56,Midwest US,Fast
USA_Dallas_Female_48_Normal,"48 year old female with bright, self-assured voice. Southern American accent with melodic intonation. Clear, enthusiastic speech at moderate speed with expressive pitch.",Female,48,South US,Normal
USA_New York_Male_64_Normal,"64 year old male with strong, seasoned voice. East Coast American accent with distinctive vowel sounds. Clear, relaxed speech at moderate speed with monotone.",Male,64,Eastcoast US,Normal
USA_Dallas_Female_33_Fast,"33 year old female with soft, vibrant voice. Southern American accent with softened consonants. Clear, neutral speech at swift speed with minimal pitch variation.",Female,33,South US,Fast
USA_New York_Female_43_Slow,"43 year old female with alto, confident voice. East Coast American accent with non-rhotic tendencies. Clear, friendly speech at unhurried speed with expressive pitch.",Female,43,Eastcoast US,Slow
USA_Chicago_Male_41_Normal,"41 year old male with rich, well-developed voice. Midwestern American accent with flat 'a' sounds. Clear, thoughtful speech at conversational speed with moderate pitch variation.",Male,41,Midwest US,Normal
USA_Dallas_Male_29_Normal,"29 year old male with warm, confident voice. Southern American accent with distinctive rhythm. Clear, professional speech at moderate speed with minimal pitch variation.",Male,29,South US,Normal
USA_Miami_Female_20_Normal,"20 year old female with melodic, energetic voice. Latin American accent with syllable-timed pattern. Clear, relaxed speech at conversational speed with minimal pitch variation.",Female,20,Latin,Normal
UK_London_Male_61_Fast,"61 year old male with smooth, experienced voice. British English accent with distinct vowel sounds. Clear, friendly speech at rapid speed with minimal pitch variation.",Male,61,England,Fast
USA_Los Angeles_Female_37_Fast,"37 year old female with alto, mature voice. West Coast American accent with relaxed vowels. Clear, relaxed speech at brisk speed with expressive pitch.",Female,37,Westcoast US,Fast
USA_New York_Female_37_Normal_1,"37 year old female with bright, established voice. East Coast American accent with strong consonants. Clear, thoughtful speech at moderate speed with monotone.",Female,37,Eastcoast US,Normal
USA_Los Angeles_Male_37_Fast_1,"37 year old male with husky, confident voice. West Coast American accent with relaxed vowels. Clear, professional speech at quick speed with moderate pitch variation.",Male,37,Westcoast US,Fast
USA_Los Angeles_Male_26_Normal_2,"26 year old male with warm, vibrant voice. West Coast American accent with minimal regional markers. Clear, enthusiastic speech at standard speed with monotone.",Male,26,Westcoast US,Normal
USA_New York_Female_28_Fast,"28 year old female with alto, vibrant voice. East Coast American accent with distinctive vowel sounds. Clear, confident speech at swift speed with minimal pitch variation.",Female,28,Eastcoast US,Fast
USA_Los Angeles_Female_38_Slow,"38 year old female with alto, well-developed voice. West Coast American accent with modern inflections. Clear, calm speech at leisurely speed with minimal pitch variation.",Female,38,Westcoast US,Slow
USA_Miami_Male_27_Fast,"27 year old male with strong, energetic voice. Latin American accent with rolled 'r' sounds. Clear, relaxed speech at swift speed with monotone.",Male,27,Latin,Fast
USA_New York_Female_33_Normal_1,"33 year old female with rich, confident voice. East Coast American accent with faster rhythm. Clear, enthusiastic speech at standard speed with animated pitch.",Female,33,Eastcoast US,Normal
USA_New York_Female_17_Fast,"17 year old female with resonant, youthful voice. East Coast American accent with strong consonants. Clear, neutral speech at swift speed with expressive pitch.",Female,17,Eastcoast US,Fast
USA_Dallas_Male_43_Normal,"43 year old male with rich, confident voice. Southern American accent with drawled vowels. Clear, neutral speech at standard speed with minimal pitch variation.",Male,43,South US,Normal
USA_New York_Male_63_Normal,"63 year old male with resonant, refined voice. East Coast American accent with distinctive vowel sounds. Clear, thoughtful speech at conversational speed with animated pitch.",Male,63,Eastcoast US,Normal
USA_Los Angeles_Male_52_Normal,"52 year old male with gravelly, experienced voice. West Coast American accent with modern inflections. Clear, relaxed speech at moderate speed with monotone.",Male,52,Westcoast US,Normal
USA_New York_Male_56_Normal,"56 year old male with resonant, mature voice. East Coast American accent with distinctive vowel sounds. Clear, professional speech at moderate speed with minimal pitch variation.",Male,56,Eastcoast US,Normal
USA_Chicago_Female_34_Normal_1,"34 year old female with rich, vibrant voice. Midwestern American accent with rounded 'o' vowels. Clear, relaxed speech at standard speed with monotone.",Female,34,Midwest US,Normal
USA_Los Angeles_Male_39_Fast,"39 year old male with husky, confident voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at accelerated speed with animated pitch.",Male,39,Westcoast US,Fast
USA_Chicago_Male_43_Normal,"43 year old male with gravelly, mature voice. Midwestern American accent with rounded 'o' vowels. Clear, enthusiastic speech at conversational speed with expressive pitch.",Male,43,Midwest US,Normal
USA_Los Angeles_Male_37_Normal,"37 year old male with husky, mature voice. West Coast American accent with minimal regional markers. Clear, calm speech at measured speed with expressive pitch.",Male,37,Westcoast US,Normal
USA_Chicago_Male_28_Normal,"28 year old male with husky, mature voice. Midwestern American accent with clear 'r' pronunciation. Clear, thoughtful speech at standard speed with moderate pitch variation.",Male,28,Midwest US,Normal
USA_Miami_Female_31_Normal,"31 year old female with clear, mature voice. Latin American accent with distinctive vowel stress. Clear, calm speech at conversational speed with monotone.",Female,31,Latin,Normal
USA_Los Angeles_Female_30_Normal,"30 year old female with melodic, vibrant voice. West Coast American accent with minimal regional markers. Clear, professional speech at measured speed with expressive pitch.",Female,30,Westcoast US,Normal
UK_London_Female_44_Slow,"44 year old female with rich, well-developed voice. British English accent with non-rhotic pronunciation. Clear, confident speech at deliberate speed with moderate pitch variation.",Female,44,England,Slow
IND_Delhi_Female_30_Fast,"30 year old female with warm, mature voice. Indian accent with syllable-timed rhythm. Clear, enthusiastic speech at swift speed with monotone.",Female,30,India,Fast
USA_Los Angeles_Male_50_Normal,"50 year old male with strong, experienced voice. West Coast American accent with California vowel shift. Clear, thoughtful speech at measured speed with moderate pitch variation.",Male,50,Westcoast US,Normal
USA_Chicago_Male_54_Normal,"54 year old male with rich, mature voice. Midwestern American accent with clear 'r' pronunciation. Clear, neutral speech at measured speed with animated pitch.",Male,54,Midwest US,Normal
USA_Miami_Female_31_Fast,"31 year old female with resonant, vibrant voice. Latin American accent with rolled 'r' sounds. Clear, friendly speech at accelerated speed with animated pitch.",Female,31,Latin,Fast
USA_Los Angeles_Male_37_Normal_1,"37 year old male with husky, confident voice. West Coast American accent with modern inflections. Clear, relaxed speech at conversational speed with moderate pitch variation.",Male,37,Westcoast US,Normal
USA_Los Angeles_Female_26_Normal_1,"26 year old female with warm, confident voice. West Coast American accent with California vowel shift. Clear, thoughtful speech at measured speed with monotone.",Female,26,Westcoast US,Normal
USA_Miami_Male_49_Fast,"49 year old male with strong, seasoned voice. Latin American accent with distinctive vowel stress. Clear, calm speech at brisk speed with expressive pitch.",Male,49,Latin,Fast
USA_New York_Male_37_Normal,"37 year old male with warm, mature voice. East Coast American accent with non-rhotic tendencies. Clear, enthusiastic speech at standard speed with monotone.",Male,37,Eastcoast US,Normal
UK_London_Female_64_Slow,"64 year old female with alto, mature voice. British English accent with non-rhotic pronunciation. Clear, friendly speech at leisurely speed with animated pitch.",Female,64,England,Slow
USA_New York_Female_19_Normal,"19 year old female with bright, youthful voice. East Coast American accent with non-rhotic tendencies. Clear, relaxed speech at conversational speed with expressive pitch.",Female,19,Eastcoast US,Normal
USA_Los Angeles_Female_34_Normal,"34 year old female with soft, confident voice. West Coast American accent with minimal regional markers. Clear, professional speech at moderate speed with moderate pitch variation.",Female,34,Westcoast US,Normal
USA_New York_Male_19_Normal,"19 year old male with tenor, youthful voice. East Coast American accent with distinctive vowel sounds. Clear, neutral speech at standard speed with expressive pitch.",Male,19,Eastcoast US,Normal
USA_Los Angeles_Female_28_Slow,"28 year old female with alto, confident voice. West Coast American accent with modern inflections. Clear, neutral speech at deliberate speed with expressive pitch.",Female,28,Westcoast US,Slow
USA_New York_Female_37_Normal_2,"37 year old female with rich, mature voice. East Coast American accent with distinctive vowel sounds. Clear, neutral speech at standard speed with minimal pitch variation.",Female,37,Eastcoast US,Normal
USA_New York_Female_22_Normal,"22 year old female with alto, energetic voice. East Coast American accent with faster rhythm. Clear, thoughtful speech at measured speed with minimal pitch variation.",Female,22,Eastcoast US,Normal
USA_Los Angeles_Female_26_Slow,"26 year old female with soprano, confident voice. West Coast American accent with relaxed vowels. Clear, neutral speech at leisurely speed with moderate pitch variation.",Female,26,Westcoast US,Slow
AUS_Sydney_Female_31_Normal,"31 year old female with soprano, mature voice. Australian accent with non-rhotic pronunciation. Clear, relaxed speech at measured speed with monotone.",Female,31,Australia,Normal
USA_Chicago_Male_35_Normal,"35 year old male with husky, confident voice. Midwestern American accent with clear 'r' pronunciation. Clear, thoughtful speech at measured speed with minimal pitch variation.",Male,35,Midwest US,Normal
USA_Los Angeles_Female_60_Normal,"60 year old female with alto, seasoned voice. West Coast American accent with relaxed vowels. Clear, enthusiastic speech at moderate speed with monotone.",Female,60,Westcoast US,Normal
USA_Dallas_Male_19_Normal,"19 year old male with smooth, fresh voice. Southern American accent with melodic intonation. Clear, relaxed speech at standard speed with minimal pitch variation.",Male,19,South US,Normal
USA_Dallas_Female_54_Normal_1,"54 year old female with melodic, mature voice. Southern American accent with drawled vowels. Clear, professional speech at measured speed with minimal pitch variation.",Female,54,South US,Normal
USA_New York_Female_15_Fast,"15 year old female with resonant, youthful voice. East Coast American accent with faster rhythm. Clear, professional speech at swift speed with moderate pitch variation.",Female,15,Eastcoast US,Fast
USA_New York_Female_77_Fast,"77 year old female with alto, mature voice. East Coast American accent with non-rhotic tendencies. Clear, relaxed speech at quick speed with animated pitch.",Female,77,Eastcoast US,Fast
USA_Los Angeles_Male_32_Normal_1,"32 year old male with rich, vibrant voice. West Coast American accent with California vowel shift. Clear, neutral speech at moderate speed with expressive pitch.",Male,32,Westcoast US,Normal
AUS_Sydney_Male_41_Normal,"41 year old male with deep, established voice. Australian accent with upward inflection. Clear, professional speech at conversational speed with expressive pitch.",Male,41,Australia,Normal
USA_Los Angeles_Male_28_Slow,"28 year old male with deep, energetic voice. West Coast American accent with minimal regional markers. Clear, confident speech at unhurried speed with expressive pitch.",Male,28,Westcoast US,Slow
USA_Los Angeles_Female_36_Fast_1,"36 year old female with warm, established voice. West Coast American accent with modern inflections. Clear, enthusiastic speech at brisk speed with expressive pitch.",Female,36,Westcoast US,Fast
USA_New York_Female_27_Normal_1,"27 year old female with soft, confident voice. East Coast American accent with faster rhythm. Clear, professional speech at conversational speed with moderate pitch variation.",Female,27,Eastcoast US,Normal
USA_Dallas_Female_33_Fast_1,"33 year old female with smooth, confident voice. Southern American accent with distinctive rhythm. Clear, friendly speech at rapid speed with minimal pitch variation.",Female,33,South US,Fast
USA_New York_Male_56_Fast,"56 year old male with strong, seasoned voice. East Coast American accent with non-rhotic tendencies. Clear, calm speech at swift speed with monotone.",Male,56,Eastcoast US,Fast
USA_Los Angeles_Male_47_Fast,"47 year old male with resonant, mature voice. West Coast American accent with modern inflections. Clear, professional speech at brisk speed with expressive pitch.",Male,47,Westcoast US,Fast
USA_Los Angeles_Male_33_Normal,"33 year old male with baritone, confident voice. West Coast American accent with minimal regional markers. Clear, relaxed speech at moderate speed with expressive pitch.",Male,33,Westcoast US,Normal
USA_Los Angeles_Female_36_Normal,"36 year old female with resonant, mature voice. West Coast American accent with modern inflections. Clear, thoughtful speech at moderate speed with expressive pitch.",Female,36,Westcoast US,Normal
USA_Miami_Male_50_Normal,"50 year old male with gravelly, experienced voice. Latin American accent with Spanish-influenced rhythm. Clear, calm speech at conversational speed with minimal pitch variation.",Male,50,Latin,Normal
USA_New York_Male_28_Normal_2,"28 year old male with baritone, energetic voice. East Coast American accent with strong consonants. Clear, enthusiastic speech at standard speed with moderate pitch variation.",Male,28,Eastcoast US,Normal
USA_Los Angeles_Male_37_Normal_2,"37 year old male with strong, well-developed voice. West Coast American accent with minimal regional markers. Clear, neutral speech at conversational speed with monotone.",Male,37,Westcoast US,Normal
USA_New York_Female_25_Slow,"25 year old female with clear, vibrant voice. East Coast American accent with strong consonants. Clear, relaxed speech at measured speed with minimal pitch variation.",Female,25,Eastcoast US,Slow
USA_Miami_Male_33_Normal,"33 year old male with gravelly, mature voice. Latin American accent with rolled 'r' sounds. Clear, friendly speech at moderate speed with moderate pitch variation.",Male,33,Latin,Normal
USA_New York_Female_17_Normal,"17 year old female with rich, youthful voice. East Coast American accent with faster rhythm. Clear, thoughtful speech at standard speed with monotone.",Female,17,Eastcoast US,Normal
UK_London_Female_25_Normal,"25 year old female with rich, energetic voice. British English accent with t-glottalization. Clear, confident speech at conversational speed with monotone.",Female,25,England,Normal
USA_Los Angeles_Female_27_Normal_1,"27 year old female with soprano, confident voice. West Coast American accent with modern inflections. Clear, calm speech at measured speed with minimal pitch variation.",Female,27,Westcoast US,Normal
USA_Dallas_Male_31_Normal,"31 year old male with resonant, mature voice. Southern American accent with melodic intonation. Clear, professional speech at standard speed with expressive pitch.",Male,31,South US,Normal
UK_London_Female_19_Fast,"19 year old female with alto, vibrant voice. British English accent with t-glottalization. Clear, calm speech at rapid speed with expressive pitch.",Female,19,England,Fast
USA_New York_Male_34_Normal_1,"34 year old male with baritone, mature voice. East Coast American accent with faster rhythm. Clear, confident speech at standard speed with animated pitch.",Male,34,Eastcoast US,Normal
USA_Los Angeles_Female_35_Normal,"35 year old female with rich, mature voice. West Coast American accent with minimal regional markers. Clear, calm speech at moderate speed with monotone.",Female,35,Westcoast US,Normal
USA_Dallas_Male_31_Slow,"31 year old male with smooth, confident voice. Southern American accent with drawled vowels. Clear, relaxed speech at leisurely speed with monotone.",Male,31,South US,Slow
USA_New York_Male_32_Normal,"32 year old male with baritone, confident voice. East Coast American accent with faster rhythm. Clear, professional speech at conversational speed with minimal pitch variation.",Male,32,Eastcoast US,Normal
USA_New York_Female_24_Normal_3,"24 year old female with alto, fresh voice. East Coast American accent with non-rhotic tendencies. Clear, calm speech at moderate speed with moderate pitch variation.",Female,24,Eastcoast US,Normal
USA_Miami_Female_24_Normal,"24 year old female with smooth, vibrant voice. Latin American accent with distinctive vowel stress. Clear, calm speech at measured speed with expressive pitch.",Female,24,Latin,Normal
USA_Los Angeles_Male_28_Normal,"28 year old male with tenor, energetic voice. West Coast American accent with minimal regional markers. Clear, professional speech at moderate speed with monotone.",Male,28,Westcoast US,Normal
USA_Chicago_Female_28_Normal,"28 year old female with bright, energetic voice. Midwestern American accent with flat 'a' sounds. Clear, friendly speech at moderate speed with moderate pitch variation.",Female,28,Midwest US,Normal
USA_Dallas_Male_36_Fast,"36 year old male with strong, confident voice. Southern American accent with drawled vowels. Clear, calm speech at accelerated speed with moderate pitch variation.",Male,36,South US,Fast
UK_London_Female_28_Slow,"28 year old female with melodic, energetic voice. British English accent with crisp consonants. Clear, enthusiastic speech at deliberate speed with minimal pitch variation.",Female,28,England,Slow
USA_Miami_Male_43_Fast,"43 year old male with strong, confident voice. Latin American accent with syllable-timed pattern. Clear, neutral speech at swift speed with animated pitch.",Male,43,Latin,Fast
USA_Los Angeles_Male_24_Fast,"24 year old male with tenor, fresh voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at rapid speed with expressive pitch.",Male,24,Westcoast US,Fast
USA_Miami_Female_51_Normal,"51 year old female with alto, self-assured voice. Latin American accent with rolled 'r' sounds. Clear, relaxed speech at conversational speed with animated pitch.",Female,51,Latin,Normal
USA_Chicago_Female_21_Normal,"21 year old female with clear, energetic voice. Midwestern American accent with clear 'r' pronunciation. Clear, calm speech at standard speed with expressive pitch.",Female,21,Midwest US,Normal
USA_New York_Female_35_Normal,"35 year old female with alto, mature voice. East Coast American accent with distinctive vowel sounds. Clear, professional speech at standard speed with monotone.",Female,35,Eastcoast US,Normal
USA_New York_Male_59_Slow,"59 year old male with rich, experienced voice. East Coast American accent with distinctive vowel sounds. Clear, enthusiastic speech at deliberate speed with expressive pitch.",Male,59,Eastcoast US,Slow
USA_New York_Male_38_Normal,"38 year old male with resonant, established voice. East Coast American accent with distinctive vowel sounds. Clear, neutral speech at conversational speed with expressive pitch.",Male,38,Eastcoast US,Normal
USA_New York_Male_19_Normal_1,"19 year old male with baritone, energetic voice. East Coast American accent with distinctive vowel sounds. Clear, professional speech at measured speed with monotone.",Male,19,Eastcoast US,Normal
USA_New York_Male_23_Slow,"23 year old male with rich, energetic voice. East Coast American accent with non-rhotic tendencies. Clear, relaxed speech at leisurely speed with animated pitch.",Male,23,Eastcoast US,Slow
UK_London_Male_26_Normal,"26 year old male with resonant, confident voice. British English accent with t-glottalization. Clear, thoughtful speech at measured speed with monotone.",Male,26,England,Normal
IND_Delhi_Female_39_Normal,"39 year old female with soprano, well-developed voice. Indian accent with syllable-timed rhythm. Clear, neutral speech at measured speed with expressive pitch.",Female,39,India,Normal
USA_Los Angeles_Female_53_Fast,"53 year old female with soprano, self-assured voice. West Coast American accent with relaxed vowels. Clear, enthusiastic speech at rapid speed with monotone.",Female,53,Westcoast US,Fast
USA_Chicago_Female_33_Normal,"33 year old female with soprano, mature voice. Midwestern American accent with clear 'r' pronunciation. Clear, confident speech at measured speed with moderate pitch variation.",Female,33,Midwest US,Normal
USA_Los Angeles_Female_17_Normal,"17 year old female with bright, energetic voice. West Coast American accent with California vowel shift. Clear, relaxed speech at moderate speed with monotone.",Female,17,Westcoast US,Normal
USA_Miami_Female_48_Fast,"48 year old female with soft, experienced voice. Latin American accent with distinctive vowel stress. Clear, professional speech at quick speed with expressive pitch.",Female,48,Latin,Fast
USA_Los Angeles_Male_42_Normal,"42 year old male with resonant, mature voice. West Coast American accent with minimal regional markers. Clear, enthusiastic speech at standard speed with animated pitch.",Male,42,Westcoast US,Normal
USA_Miami_Male_51_Normal,"51 year old male with strong, self-assured voice. Latin American accent with syllable-timed pattern. Clear, friendly speech at moderate speed with minimal pitch variation.",Male,51,Latin,Normal
USA_New York_Female_46_Fast,"46 year old female with soprano, mature voice. East Coast American accent with distinctive vowel sounds. Clear, friendly speech at accelerated speed with monotone.",Female,46,Eastcoast US,Fast
USA_New York_Female_44_Normal,"44 year old female with soprano, confident voice. East Coast American accent with distinctive vowel sounds. Clear, neutral speech at moderate speed with moderate pitch variation.",Female,44,Eastcoast US,Normal
USA_Chicago_Female_44_Slow,"44 year old female with soprano, established voice. Midwestern American accent with flat 'a' sounds. Clear, thoughtful speech at measured speed with expressive pitch.",Female,44,Midwest US,Slow
USA_Dallas_Female_80_Slow,"80 year old female with clear, dignified voice. Southern American accent with softened consonants. Clear, professional speech at unhurried speed with moderate pitch variation.",Female,80,South US,Slow
USA_New York_Male_26_Normal,"26 year old male with warm, confident voice. East Coast American accent with faster rhythm. Clear, confident speech at conversational speed with moderate pitch variation.",Male,26,Eastcoast US,Normal
USA_New York_Male_15_Normal,"15 year old male with warm, youthful voice. East Coast American accent with non-rhotic tendencies. Clear, confident speech at measured speed with expressive pitch.",Male,15,Eastcoast US,Normal
USA_Los Angeles_Male_71_Normal,"71 year old male with gravelly, weathered voice. West Coast American accent with minimal regional markers. Clear, thoughtful speech at measured speed with expressive pitch.",Male,71,Westcoast US,Normal
USA_New York_Female_38_Normal,"38 year old female with bright, established voice. East Coast American accent with faster rhythm. Clear, relaxed speech at measured speed with animated pitch.",Female,38,Eastcoast US,Normal
USA_Los Angeles_Male_27_Normal,"27 year old male with baritone, energetic voice. West Coast American accent with modern inflections. Clear, confident speech at conversational speed with monotone.",Male,27,Westcoast US,Normal
